RESPID,GENDER,AGE,WORKING,REGION,MUSIC,LIST_OWN,LIST_BACK,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19
7664,Female,19,,Centre,Music is important to me but not necessarily more important,1,3,54,55,54,25,8,47,98,96,69,16,68,54,53,52,53,53,53,,
7665,Female,66,,South,I like music but it does not feature heavily in my life,,,5,58,12,51,52,51,9,11,100,11,57,12,13,53,4,5,6,,
7666,Male,13,,North,I like music but it does not feature heavily in my life,,2,32,33,21,54,10,70,2,2,51,20,6,4,11,49,11,13,11,,
7667,Male,14,,South,I like music but it does not feature heavily in my life,1,1,9,9,7,7,37,36,6,3,47,30,68,6,13,42,2,7,4,,
7668,Female,64,,Centre,Music means a lot to me and is a passion of mine,2,3,55,92,69,31,72,30,30,32,32,76,78,68,52,52,33,55,91,,
7669,Female,71,,South,I like music but it does not feature heavily in my life,1,3,11,52,15,18,14,73,9,7,73,35,74,75,10,11,11,15,71,,
7670,Female,13,,South,Music means a lot to me and is a passion of mine,4,8,51,51,49,51,59,54,50,52,59,53,54,52,51,51,51,51,50,,
7671,Female,20,,South,Music is important to me but not necessarily more important,,,9,57,69,51,6,15,68,71,30,29,74,70,11,12,12,9,48,,
7672,Male,13,,North,Music is important to me but not necessarily more important,2,1,67,71,89,29,35,33,32,30,30,96,71,73,73,75,51,33,65,,
7673,Female,14,,South,Music means a lot to me and is a passion of mine,3,5,94,71,71,33,32,13,94,38,10,97,97,98,75,72,43,75,96,,
7674,Female,67,,South,I like music but it does not feature heavily in my life,,0,10,53,12,13,54,98,7,8,100,30,10,10,9,9,9,9,10,,
7675,Female,19,,South,Music is important to me but not necessarily more important,1,2,82,75,70,43,38,49,35,35,36,55,55,54,32,37,46,48,69,,
7676,Female,66,,South,I like music but it does not feature heavily in my life,,,49,52,49,49,52,46,46,48,47,50,50,49,51,52,53,50,50,,
7677,Female,24,,Centre,Music is important to me but not necessarily more important,1,3,46,77,47,49,30,73,73,31,32,50,81,82,72,71,50,50,95,,
7678,Male,14,,South,I like music but it does not feature heavily in my life,4,,71,89,93,11,5,100,27,26,41,3,2,100,48,11,51,32,53,,
7679,Female,75,,North,Music has no particular interest for me,1,1,12,51,13,14,12,94,4,4,88,31,10,10,10,13,13,8,69,,
7680,Female,75,,North,Music is important to me but not necessarily more important,,,33,51,50,50,50,50,33,32,67,67,50,52,51,69,31,31,68,,
7681,Male,45,,Centre,I like music but it does not feature heavily in my life,,,15,49,17,12,12,89,94,93,12,53,55,93,12,51,13,47,54,,
7682,Female,24,,South,Music means a lot to me and is a passion of mine,1,1,54,51,74,18,18,10,29,10,9,69,54,35,15,89,70,30,71,,
7683,Female,13,,South,Music means a lot to me and is a passion of mine,3,2,68,88,97,42,85,85,93,65,92,92,57,63,77,71,62,68,54,,
7684,Female,67,,Centre,Music is important to me but not necessarily more important,,1,37,50,32,52,52,52,4,4,51,52,81,65,52,54,53,35,55,,
7685,Female,75,,Centre,I like music but it does not feature heavily in my life,,7,19,42,42,51,52,86,17,17,96,54,83,58,33,34,14,16,18,,
7686,Female,15,,North,Music means a lot to me and is a passion of mine,1,,71,69,71,27,29,27,51,51,14,69,71,72,70,70,73,72,74,,
7687,Female,70,,Centre,I like music but it does not feature heavily in my life,,,5,4,4,7,4,98,3,6,91,6,58,6,6,7,7,6,5,,
7688,Female,15,,South,Music is important to me but not necessarily more important,,,21,46,72,34,25,29,74,91,3,33,100,68,57,46,50,16,57,,
7689,Female,15,,Centre,Music is important to me but not necessarily more important,2,1,46,43,45,44,44,13,20,23,16,8,50,45,44,45,33,49,49,,
7690,Male,14,,Centre,Music means a lot to me and is a passion of mine,4,1,77,75,76,41,42,40,42,29,29,72,72,73,74,73,52,69,69,,
7691,Female,22,,Centre,Music means a lot to me and is a passion of mine,3,4,22,22,22,35,51,25,13,17,5,22,13,10,8,8,22,23,8,,
7692,Female,22,,Centre,Music is important to me but not necessarily more important,,,53,60,35,86,57,41,26,36,33,55,79,76,64,66,29,3,78,,
7693,Female,22,,North,Music means a lot to me and is a passion of mine,2,6,51,37,52,36,35,74,68,51,12,53,76,75,55,77,53,49,73,,
7694,Female,68,,Centre,Music is important to me but not necessarily more important,0,0,32,52,52,33,13,12,13,14,73,49,32,51,11,13,12,11,53,,
7695,Female,13,,South,Music is important to me but not necessarily more important,2,,32,51,72,26,10,52,51,51,29,70,100,87,52,69,29,51,53,,
7696,Male,23,,North,Music is important to me but not necessarily more important,,,68,68,70,68,68,68,70,71,70,71,65,67,69,69,68,68,68,,
7697,Female,72,,South,Music is no longer as important as it used to be to me,,,10,90,10,11,11,92,12,12,69,13,50,12,12,51,11,9,74,,
7698,Female,15,,South,Music is important to me but not necessarily more important,,,49,73,71,70,66,49,70,70,71,70,70,72,70,68,50,68,67,,
7699,Male,13,,Centre,Music means a lot to me and is a passion of mine,4,8,92,91,90,90,84,87,85,32,72,51,87,81,70,76,75,74,59,,
7700,Female,24,,Centre,Music is important to me but not necessarily more important,2,,89,71,73,35,53,12,6,3,32,70,94,94,81,82,53,53,81,,
7701,Female,71,,North,I like music but it does not feature heavily in my life,1,2,50,51,51,51,50,51,71,52,53,70,63,64,55,57,26,25,77,,
7702,Female,73,,North,I like music but it does not feature heavily in my life,,1,28,75,28,10,12,87,9,9,33,7,93,76,33,74,10,13,50,,
7703,Female,23,,Centre,Music is important to me but not necessarily more important,2,12,22,8,32,11,11,30,10,11,88,10,11,8,12,12,9,10,9,,
7704,Female,14,,Centre,Music is important to me but not necessarily more important,1,2,65,51,64,65,36,17,22,3,3,53,44,20,91,94,49,33,71,,
7705,Male,15,,South,Music is important to me but not necessarily more important,,,46,55,66,46,48,65,57,55,44,51,61,72,46,53,61,52,59,,
7706,Female,23,,North,Music means a lot to me and is a passion of mine,1,1,48,84,84,29,27,64,96,94,12,76,13,15,55,75,16,17,23,,
7707,Female,71,,North,I like music but it does not feature heavily in my life,,,5,5,4,6,51,51,6,6,76,13,13,12,4,3,4,2,18,,
7708,Male,13,,South,I like music but it does not feature heavily in my life,,,13,40,16,18,14,90,15,17,18,52,90,52,18,12,11,11,12,,
7709,Female,20,,North,Music means a lot to me and is a passion of mine,1,,51,73,74,31,16,2,70,27,8,71,90,91,92,74,74,48,93,,
7710,Male,45,,Centre,Music is important to me but not necessarily more important,2,,68,46,57,49,28,57,34,74,30,62,30,34,22,39,21,66,53,,
7711,Female,16,,North,Music means a lot to me and is a passion of mine,,,87,72,51,9,9,51,100,10,51,100,51,32,31,76,50,50,100,,
7712,Female,47,,North,Music means a lot to me and is a passion of mine,1,,74,75,76,22,1,9,28,50,28,55,89,81,32,72,67,50,49,,
7713,Female,53,,South,Music means a lot to me and is a passion of mine,2,4,55,59,70,67,48,10,32,9,19,70,88,87,63,64,48,67,72,,
7714,Female,18,,North,Music means a lot to me and is a passion of mine,3,2,98,47,100,29,27,16,33,17,15,71,30,30,72,65,64,16,92,,
7715,Female,24,,Centre,I like music but it does not feature heavily in my life,,,52,52,52,52,53,55,53,47,50,51,51,51,52,50,49,49,51,,
7716,Male,57,,Centre,I like music but it does not feature heavily in my life,,1,30,49,49,50,52,72,14,14,95,13,48,48,48,48,12,13,12,,
7717,Male,64,,South,Music is important to me but not necessarily more important,0,3,28,56,33,76,32,49,30,21,93,80,80,70,55,69,49,10,50,,
7718,Male,18,,South,Music means a lot to me and is a passion of mine,4,1,71,73,100,2,1,31,53,100,2,50,49,2,69,72,100,100,65,,
7719,Male,22,,North,Music is important to me but not necessarily more important,3,0,49,73,50,11,8,100,91,75,29,9,80,71,51,70,70,6,71,,
7720,Male,24,,South,Music is important to me but not necessarily more important,2,0,20,45,83,59,0,9,31,39,22,48,67,53,77,81,37,30,71,,
7721,Male,17,,North,Music is no longer as important as it used to be to me,0,,49,32,33,50,27,69,11,11,54,53,71,53,29,49,6,32,49,,
7722,Female,21,,South,Music is important to me but not necessarily more important,,,49,49,55,56,57,58,57,58,51,51,50,52,51,51,51,52,52,,
7723,Male,19,,North,Music means a lot to me and is a passion of mine,6,1,32,79,96,96,78,67,50,7,77,79,12,32,57,81,96,31,94,,
7724,Male,18,,South,Music means a lot to me and is a passion of mine,4,3,31,33,45,46,57,65,25,56,54,75,74,72,54,75,45,77,61,,
7725,Female,23,,Centre,Music is important to me but not necessarily more important,1,2,68,26,55,56,32,90,71,31,52,52,75,30,7,50,31,9,72,,
7726,Male,23,,North,Music means a lot to me and is a passion of mine,3,0,70,69,69,71,71,31,31,31,30,73,72,71,31,32,68,52,69,,
7727,Female,20,,South,Music means a lot to me and is a passion of mine,4,3,88,56,71,43,63,74,91,77,5,37,56,64,64,69,75,49,74,,
7728,Male,24,,South,Music means a lot to me and is a passion of mine,7,4,84,89,96,49,84,77,75,76,80,79,81,75,80,77,77,84,80,,
7729,Male,24,,Centre,Music means a lot to me and is a passion of mine,3,0,47,14,26,6,82,3,2,3,94,75,67,73,29,49,4,4,27,,
7730,Male,17,,South,Music means a lot to me and is a passion of mine,1,4,95,66,73,68,24,9,31,68,31,75,56,54,60,79,68,31,70,,
7731,Male,25,,South,Music means a lot to me and is a passion of mine,2,1,12,12,13,19,17,17,17,4,7,8,9,9,12,9,11,11,13,,
7732,Female,63,,South,I like music but it does not feature heavily in my life,1,1,32,51,49,50,51,69,29,27,51,54,54,74,51,51,49,35,70,,
7733,Female,22,,North,Music means a lot to me and is a passion of mine,3,0,100,100,100,4,5,4,100,100,6,52,100,73,100,100,77,100,76,,
7734,Female,23,,South,Music is important to me but not necessarily more important,,1,98,69,58,33,59,16,61,68,51,46,34,54,61,63,72,62,95,,
7735,Female,22,,Centre,Music means a lot to me and is a passion of mine,,,58,61,61,58,61,61,66,68,70,71,71,72,66,67,69,75,79,,
7736,Female,24,,Centre,Music means a lot to me and is a passion of mine,6,5,93,93,94,94,92,94,94,93,8,93,93,95,96,97,94,95,90,,
7737,Female,21,,South,Music means a lot to me and is a passion of mine,2,0,9,68,74,43,64,64,93,15,10,12,6,7,6,7,7,6,8,,
7738,Male,19,,South,Music is important to me but not necessarily more important,1,3,70,72,61,55,53,31,75,81,27,68,26,23,44,96,93,60,68,,
7739,Female,23,,South,Music means a lot to me and is a passion of mine,2,1,93,92,93,79,66,62,89,91,88,91,89,86,47,48,64,70,72,,
7740,Female,17,,South,Music is important to me but not necessarily more important,2,2,71,29,69,90,53,27,29,12,43,28,69,90,49,70,32,33,47,,
7741,Female,21,,North,I like music but it does not feature heavily in my life,,,10,52,9,12,12,54,54,8,9,9,10,8,51,52,8,8,7,,
7742,Female,24,,North,Music is important to me but not necessarily more important,5,2,86,93,100,85,28,32,49,36,19,73,95,95,91,85,66,27,98,,
7743,Female,23,,North,Music means a lot to me and is a passion of mine,1,4,100,100,100,53,53,9,70,100,10,100,94,100,71,67,71,72,74,,
7744,Male,20,,South,Music is important to me but not necessarily more important,,2,54,57,55,57,76,71,68,56,30,48,51,52,54,51,52,54,55,,
7745,Female,22,,Centre,Music is important to me but not necessarily more important,2,,68,66,7,8,7,69,6,7,68,49,69,69,49,70,4,4,71,,
7746,Female,19,,North,Music means a lot to me and is a passion of mine,3,14,100,100,90,51,11,11,100,100,100,82,81,52,90,89,75,54,75,,
7747,Female,22,,Centre,Music is important to me but not necessarily more important,1,0,50,70,51,31,30,51,7,8,30,71,51,52,31,52,33,3,65,,
7748,Male,20,,South,Music means a lot to me and is a passion of mine,4,2,66,71,75,80,69,11,77,66,79,63,81,66,75,77,73,76,72,,
7749,Female,23,,South,Music means a lot to me and is a passion of mine,1,2,49,58,65,59,32,73,54,36,3,75,73,84,75,89,73,60,64,,
7750,Male,18,,Centre,Music is important to me but not necessarily more important,3,1,54,65,66,66,46,1,1,1,0,70,69,69,69,70,71,51,69,,
7751,Female,22,,South,I like music but it does not feature heavily in my life,,2,2,58,3,29,8,94,49,15,14,8,80,9,30,66,9,3,63,,
7752,Male,22,,Centre,Music means a lot to me and is a passion of mine,6,2,84,43,90,27,75,34,76,75,10,93,58,86,71,78,86,8,68,,
7753,Female,24,,South,Music means a lot to me and is a passion of mine,6,1,96,90,89,89,89,75,49,47,92,90,89,92,67,96,69,54,71,,
7754,Female,19,,North,Music means a lot to me and is a passion of mine,,,76,52,91,66,28,50,27,20,12,67,62,78,72,86,84,65,82,,
7755,Female,18,,North,Music is important to me but not necessarily more important,,,52,50,69,52,53,32,33,33,31,54,31,52,73,71,71,52,74,,
7756,Male,22,,North,Music is important to me but not necessarily more important,1,0,69,72,59,53,29,5,38,27,48,31,58,59,58,59,27,16,16,,
7757,Female,22,,North,Music means a lot to me and is a passion of mine,2,7,60,65,83,72,75,59,62,68,72,91,91,93,94,95,96,89,87,,
7758,Male,23,,South,Music is important to me but not necessarily more important,1,1,49,91,49,73,72,41,28,42,66,31,68,69,62,63,31,28,56,,
7759,Male,19,,Centre,Music means a lot to me and is a passion of mine,2,5,99,70,89,6,5,7,71,70,7,71,100,100,72,72,74,100,99,,
7760,Female,22,,South,Music is important to me but not necessarily more important,2,4,13,13,16,12,14,65,11,16,64,90,29,15,68,40,15,18,27,,
7761,Female,18,,Centre,Music means a lot to me and is a passion of mine,10,5,97,99,98,8,8,37,7,13,12,98,49,24,100,100,75,100,52,,
7762,Male,30,,South,Music means a lot to me and is a passion of mine,12,12,99,100,100,100,100,100,100,100,100,100,100,99,99,99,100,100,99,,
7763,Male,24,,North,Music means a lot to me and is a passion of mine,4,3,93,92,93,94,31,58,92,100,28,98,96,98,97,96,96,51,93,,
7764,Male,20,,North,I like music but it does not feature heavily in my life,,,48,49,49,48,48,51,51,50,50,49,49,51,46,47,48,49,49,,
7765,Male,55,,North,Music is important to me but not necessarily more important,,,28,52,49,8,10,35,9,15,39,53,50,50,29,49,49,28,28,,
7766,Female,23,,Centre,Music is important to me but not necessarily more important,2,2,10,28,49,31,67,10,70,50,3,17,98,86,54,54,13,14,34,,
7767,Female,17,,North,Music means a lot to me and is a passion of mine,3,4,100,60,100,50,66,55,100,80,17,56,76,74,62,75,71,52,68,,
7768,Female,23,,North,Music means a lot to me and is a passion of mine,2,5,51,52,50,50,34,35,52,30,32,51,92,92,64,53,32,54,70,,
7769,Male,23,,North,Music means a lot to me and is a passion of mine,1,6,54,52,52,55,54,55,53,52,53,71,52,50,49,66,47,51,63,,
7770,Female,23,,North,Music is important to me but not necessarily more important,0,0,48,64,76,34,43,37,63,59,55,41,68,69,73,73,66,29,62,,
7771,Female,22,,North,Music means a lot to me and is a passion of mine,3,8,8,89,88,8,9,9,96,67,32,94,49,27,73,52,12,12,71,,
7772,Male,27,,South,Music means a lot to me and is a passion of mine,2,2,57,70,31,43,53,64,71,57,84,49,72,55,51,27,8,34,28,,
7773,Male,24,,South,Music means a lot to me and is a passion of mine,0,0,10,12,10,69,51,72,9,12,93,55,35,53,72,73,11,35,69,,
7774,Male,25,,South,I like music but it does not feature heavily in my life,,,24,47,33,33,34,39,72,70,39,38,38,25,68,56,32,20,61,,
7775,Female,22,,Centre,Music is important to me but not necessarily more important,3,,99,32,33,35,83,35,11,10,73,92,74,92,92,38,36,35,71,,
7776,Female,21,,Centre,Music is important to me but not necessarily more important,2,4,68,51,69,69,33,33,70,34,34,50,91,91,50,63,31,31,68,,
7777,Male,54,,Centre,I like music but it does not feature heavily in my life,,,8,7,9,8,92,92,12,11,69,10,28,46,48,49,8,51,68,,
7778,Male,23,,North,Music has no particular interest for me,,0,4,4,3,3,3,95,2,3,91,1,1,2,2,3,2,6,3,,
7779,Male,19,,South,Music means a lot to me and is a passion of mine,,3,70,73,78,7,9,8,10,9,6,51,7,6,67,64,11,5,88,,
7780,Male,18,,North,Music is important to me but not necessarily more important,2,0,97,97,81,10,32,32,33,9,34,54,55,54,94,93,52,33,95,,
7781,Female,20,,Centre,Music means a lot to me and is a passion of mine,3,5,67,84,55,68,67,3,58,37,39,97,96,96,86,66,43,69,70,,
7782,Female,21,,South,Music means a lot to me and is a passion of mine,5,5,89,89,91,36,57,90,90,93,90,91,68,74,74,98,80,35,85,,
7783,Male,23,,Centre,Music is important to me but not necessarily more important,1,1,11,33,54,73,57,57,14,14,78,12,68,76,66,74,29,6,88,,
7784,Male,22,,South,Music means a lot to me and is a passion of mine,10,,29,57,51,13,18,100,100,51,98,52,12,12,11,98,13,14,95,,
7785,Male,19,,South,Music is important to me but not necessarily more important,2,0,82,33,71,73,52,72,27,3,24,50,69,90,47,69,30,33,96,,
7786,Male,21,,North,Music is important to me but not necessarily more important,,,40,32,80,85,75,12,6,9,49,30,78,84,55,80,17,39,61,,
7787,Male,21,,South,Music means a lot to me and is a passion of mine,3,7,100,65,100,0,0,72,28,39,2,100,90,55,100,100,64,2,100,,
7788,Female,23,,South,Music means a lot to me and is a passion of mine,4,0,94,47,94,89,71,51,35,51,31,71,71,71,52,72,88,52,68,,
7789,Female,24,,Centre,Music means a lot to me and is a passion of mine,2,2,74,70,51,33,35,36,9,9,28,50,88,89,68,68,71,34,90,,
7790,Male,22,,Centre,Music is no longer as important as it used to be to me,1,7,28,29,25,49,32,50,11,5,50,51,35,34,29,28,28,9,50,,
7791,Male,20,,North,Music is important to me but not necessarily more important,1,1,67,100,76,3,2,1,36,50,4,73,31,16,80,86,52,3,31,,
7792,Male,21,,North,Music is important to me but not necessarily more important,,1,18,65,46,33,27,30,53,41,66,10,22,8,22,19,27,8,25,,
7793,Female,64,,South,I like music but it does not feature heavily in my life,1,,29,29,43,71,72,49,8,8,28,49,98,98,54,53,30,71,73,,
7794,Female,24,,South,Music means a lot to me and is a passion of mine,1,,50,47,48,48,47,47,37,18,47,49,71,71,73,72,29,17,49,,
7795,Male,23,,North,Music means a lot to me and is a passion of mine,0,1,70,71,100,34,31,2,2,3,2,100,100,100,100,100,100,73,72,,
7796,Male,24,,South,Music means a lot to me and is a passion of mine,,,100,100,99,100,99,99,99,99,100,100,99,100,100,100,100,100,100,,
7797,Female,22,,North,Music is important to me but not necessarily more important,,5,69,29,37,31,22,57,60,35,48,27,60,28,12,27,10,13,72,,
